fips,pm25
38053,3.5
38055,5.5
38057,5.4
38059,5.8
38061,5.0
38063,5.8
38065,4.8
38067,6.6
38069,5.6
38071,5.9
38073,6.0
38075,5.3
38077,6.1
38079,5.9
38081,5.9
38083,5.3
38085,5.2
38087,4.3
38089,4.5
38091,5.9
38093,5.8
38095,5.8
38097,6.2
38099,6.5
38101,4.6
38103,5.5
38105,5.2
39001,7.9
39003,5.4
39005,7.6
39007,7.5
39009,6.1
39011,7.7
39013,7.7
39015,8.6
39017,10.4
39019,8.2
39021,8.0
39023,7.8
39025,9.6
39027,8.7
39029,8.5
39031,7.8
39033,7.4
39035,10.8
39037,8.5
39039,7.8
39041,8.2
39043,7.7
39045,8.3
39047,8.2
39049,8.2
39051,8.0
39053,7.9
39055,8.4
39057,9.3
39059,7.7
39061,10.8
39063,7.2
39065,7.0
39067,7.7
39069,7.6
39071,8.3
39073,7.6
39075,8.1
39077,7.5
39079,7.8
39081,8.2
39083,7.7
39085,6.2
39087,8.3
39089,8.3
39091,7.5
39093,6.8
39095,9.4
39097,8.2
39099,7.9
39101,7.5
39103,6.5
39105,7.8
39107,8.0
39109,8.8
39111,7.3
39113,10.3
39115,7.5
39117,7.5
39119,7.8
39121,7.4
39123,8.2
39125,7.7
39127,7.5
39129,8.2
39131,7.8
39133,8.8
39135,7.7
39137,7.1
39139,7.5
39141,8.1
39143,7.8
39145,6.6
39147,7.4
39149,8.0
39151,9.1
39153,9.4
39155,6.3
39157,8.3
39159,7.9
39161,7.7
39163,7.5
39165,10.0
39167,7.9
39169,8.4
39171,7.9
39173,8.3
39175,7.2
40001,8.6
40003,8.3
40005,9.0
40007,6.6
40009,7.2
40011,8.4
40013,9.0
40015,8.5
40017,9.9
40019,9.5
40021,8.6
40023,8.7
40025,5.5
40027,9.9
40029,8.9
40031,7.4
40033,8.0
40035,9.1
40037,9.5
40039,7.8
40041,9.1
40043,7.3
40045,6.9
40047,9.3
40049,9.5
40051,9.4
40053,8.8
40055,6.9
40057,6.5
40059,6.9
40061,8.7
40063,9.2
40065,7.2
40067,8.7
40069,9.1
40071,9.3
40073,9.1
40075,7.5
40077,8.3
40079,9.0
40081,9.3
40083,9.3
40085,8.9
40087,9.5
40089,9.0
40091,8.9
40093,8.4
40095,8.8
40097,9.2
40099,9.1
40101,9.2
40103,9.2
40105,8.9
40107,9.1
40109,9.9
40111,9.2
40113,9.7
40115,9.6
40117,9.0
40119,9.3
40121,8.5
40123,9.3
40125,9.5
40127,8.2
40129,6.8
40131,9.7
40133,9.3
40135,7.1
40137,9.0
40139,6.5
40141,7.6
40143,8.9
40145,9.7
40147,8.0
40149,7.7
40151,7.8
40153,7.3
41001,9.8
41003,11.4
41005,30.4
41007,7.4
41009,10.1
41011,9.9
41013,16.2
41015,9.5
41017,15.8
41019,19.3
41021,14.0
41023,8.2
41025,11.9
41027,15.5
41029,15.6
41031,18.4
41033,14.5
41035,19.7
41037,7.8
41039,15.0
41041,8.9
41043,21.0
41045,10.6
41047,24.9
41049,12.0
41051,10.7
41053,12.1
41055,15.1
41057,7.9
41059,14.7
41061,9.8
41063,8.8
41065,16.8
41067,11.1
41069,11.6
41071,12.7
42001,7.8
42003,11.3
42005,7.8
42007,9.3
42009,7.6
42011,8.7
42013,7.7
42015,6.6
42017,8.9
42019,9.0
42021,8.5
42023,6.6
42025,8.0
42027,7.3
42029,8.5
42031,7.7
42033,7.8
42035,7.7
42037,8.2
42039,7.5
42041,8.9
42043,9.4
42045,10.3
42047,7.1
42049,6.5
42051,7.5
42053,6.8
42055,8.0
42057,7.3
42059,6.5
42061,8.0
42063,8.3
42065,7.7
42067,8.5
42069,6.9
42071,9.9
42073,8.6
42075,9.4
42077,7.8
42079,8.1
42081,7.3
42083,6.8
42085,7.4
42087,8.1
42089,7.9
42091,7.3
42093,8.4
42095,8.3
42097,8.7
42099,8.9
42101,8.2
42103,7.2
42105,6.4
42107,8.6
42109,8.6
42111,7.7
42113,
42115,6.1
42117,6.1
42119,8.5
42121,7.5
42123,6.9
42125,8.2
42127,7.1
42129,7.1
42131,6.6
42133,9.2
44001,6.5
44003,4.6
44005,6.0
44007,8.4
44009,4.0
45001,8.3
45003,9.8
45005,
45007,8.8
45009,8.0
45011,8.6
45013,8.7
45015,8.0
45017,7.8
45019,7.1
45021,8.1
45023,7.5
45025,7.1
45027,7.5
45029,8.1
45031,7.4
45033,7.0
45035,8.1
45037,6.7
45039,7.2
45041,6.7
45043,6.9
45045,8.1
45047,8.3
45049,8.4
45051,7.0
45053,8.7
45055,7.5
45057,7.3
45059,8.3
45061,7.4
45063,7.8
45065,8.5
45067,7.0
45069,7.4
45071,7.9
45073,8.2
45075,8.1
45077,8.2
45079,6.9
45081,8.2
45083,8.0
45085,7.7
45087,7.8
45089,7.2
45091,6.7
46003,5.4
46005,5.7
46007,4.7
46009,5.9
46011,4.4
46013,5.6
46015,5.2
46017,5.1
46019,5.2
46021,5.2
46023,5.8
46025,5.8
46027,6.3
46029,6.7
46031,5.2
46033,3.3
46035,5.7
46037,5.9
46039,5.6
46041,4.9
46043,5.5
46045,5.6
46047,4.3
46049,5.2
46051,5.9
46053,5.3
46055,4.7
46057,5.9
46059,5.2
46061,5.7
46063,4.9
46065,4.0
46067,5.9
46069,4.9
46071,4.2
46073,5.3
46075,4.6
46077,5.7
46079,5.6
46081,5.3
46083,6.5
46085,4.9
46087,5.8
46089,5.4
46091,5.7
46093,5.9
46095,4.6
46097,5.5
46099,6.3
46101,5.6
46102,
46103,6.8
46105,4.8
46107,4.9
46109,6.0
46111,5.5
46115,5.7
46117,4.6
46119,4.7
46121,4.9
46123,4.9
46125,6.1
46127,6.1
46129,5.2
46135,6.1
46137,4.8
47001,7.7
47003,7.1
47005,6.8
47007,7.0
47009,6.6
47011,7.9
47013,7.4
47015,6.9
47017,7.0
47019,6.2
47021,7.8
47023,6.7
47025,7.5
47027,7.2
47029,6.8
47031,7.0
47033,7.1
47035,7.0
47037,9.7
47039,6.5
47041,6.9
47043,7.2
47045,6.2
47047,8.4
47049,6.7
47051,7.1
47053,7.2
47055,6.9
47057,7.7
47059,6.9
47061,6.8
47063,7.5
47065,8.5
47067,7.0
47069,7.4
47071,6.8
47073,7.2
47075,7.4
47077,6.7
47079,7.3
47081,6.6
47083,6.9
47085,6.8
47087,7.0
47089,7.8
47091,5.9
47093,8.7
47095,7.4
47097,7.6
47099,5.3
47101,6.1
47103,7.2
47105,6.4
47107,6.9
47109,7.2
47111,7.5
47113,6.3
47115,7.6
47117,6.9
47119,5.7
47121,7.5
47123,7.0
47125,6.8
47127,6.9
47129,7.0
47131,7.6
47133,6.9
47135,6.2
47137,
47139,7.0
47141,6.1
47143,7.3
47145,6.8
47147,8.1
47149,8.1
47151,6.9
47153,7.1
47155,7.7
47157,10.0
47159,7.2
47161,7.3
47163,5.8
47165,7.1
47167,8.3
47169,7.4
47171,5.7
47173,7.7
47175,6.7
47177,6.9
47179,6.6
47181,6.4
47183,7.5
47185,6.8
47187,8.1
47189,8.2
48001,8.3
48003,6.5
48005,8.8
48007,9.3
48009,7.7
48011,5.8
48013,8.6
48015,9.2
48017,
48019,8.0
48021,8.4
48023,
48025,8.9
48027,7.8
48029,8.7
48031,
48033,6.1
48035,8.2
48037,9.3
48039,10.4
48041,8.1
48043,5.4
48045,5.9
48047,9.3
48049,7.3
48051,8.6
48053,8.0
48055,8.9
48057,9.2
48059,7.0
48061,12.6
48063,8.7
48065,6.0
48067,9.1
48069,6.1
48071,9.7
48073,8.6
48075,6.4
48077,8.0
48079,5.6
48081,6.6
48083,6.9
48085,9.4
48087,6.3
48089,8.7
48091,9.0
48093,7.5
48095,6.7
48097,8.8
48099,8.4
48101,6.1
48103,6.6
48105,6.6
48107,5.9
48109,5.6
48111,5.7
48113,8.8
48115,6.2
48117,5.9
48119,8.3
48121,7.4
48123,8.7
48125,5.9
48127,8.4
48129,6.0
48131,9.0
48133,7.3
48135,7.3
48137,6.9
48139,8.3
48141,9.3
48143,7.8
48145,8.4
48147,8.8
48149,8.6
48151,6.5
48153,6.1
48155,6.5
48157,10.6
48159,8.5
48161,8.4
48163,
48165,6.1
48167,8.3
48169,
48171,7.6
48173,6.7
48175,8.6
48177,8.7
48179,6.2
48181,9.0
48183,9.1
48185,9.0
48187,9.1
48189,6.6
48191,6.1
48193,7.7
48195,6.4
48197,6.6
48199,8.9
48201,11.6
48203,8.4
48205,5.5
48207,6.8
48209,9.2
48211,6.5
48213,8.3
48215,10.8
48217,8.6
48219,6.0
48221,8.3
48223,8.6
48225,8.5
48227,6.7
48229,5.8
48231,8.7
48233,6.2
48235,6.6
48237,7.7
48239,8.7
48241,8.6
48243,5.2
48245,8.5
48247,9.2
48249,9.2
48251,8.9
48253,7.0
48255,8.5
48257,8.7
48259,8.1
48261,10.5
48263,6.0
48265,7.7
48267,6.8
48269,6.1
48271,7.2
48273,10.5
48275,6.7
48277,8.7
48279,6.1
48281,7.8
48283,
48285,8.6
48287,8.5
48289,
48291,9.8
48293,8.5
48295,6.6
48297,8.8
48299,7.7
48301,7.8
48303,5.4
48305,6.0
48307,7.0
48309,8.7
48311,8.4
48313,8.5
48315,9.0
48317,6.9
48319,7.0
48321,9.5
48323,7.9
48325,8.5
48327,6.7
48329,7.1
48331,8.5
48333,7.3
48335,6.5
48337,8.5
48339,10.3
48341,6.0
48343,8.8
48345,5.8
48347,8.8
48349,8.5
48351,8.7
48353,6.6
48355,9.6
48357,6.5
48359,5.3
48361,8.7
48363,7.8
48365,9.0
48367,8.5
48369,5.9
48371,6.3
48373,8.7
48375,5.4
48377,5.4
48379,8.1
48381,6.1
48383,6.6
48385,6.9
48387,8.8
48389,6.8
48391,8.9
48393,6.2
48395,8.5
48397,8.8
48399,6.9
48401,9.0
48403,8.2
48405,8.3
48407,
48409,9.7
48411,7.2
48413,6.7
48415,6.5
48417,6.8
48419,8.8
48421,6.0
48423,8.7
48425,7.9
48427,9.7
48429,7.0
48431,6.5
48433,6.3
48435,6.7
48437,6.3
48439,9.7
48441,7.1
48443,6.4
48445,5.9
48447,6.8
48449,8.8
48451,6.9
48453,9.6
48455,8.5
48457,8.4
48459,8.9
48461,6.8
48463,7.9
48465,7.5
48467,8.3
48469,9.0
48471,8.7
48473,9.7
48475,6.9
48477,8.6
48479,10.2
48481,9.2
48483,6.6
48485,8.1
48487,7.0
48489,11.2
48491,9.5
48493,8.6
48495,6.9
48497,8.7
48499,8.6
48501,5.9
48503,7.3
48505,
48507,8.2
49001,5.2
49003,7.9
49005,9.6
49007,6.0
49009,4.6
49011,9.5
49013,7.6
49015,5.8
49017,4.8
49019,5.2
49021,5.4
49023,6.2
49025,5.1
49027,5.9
49029,7.0
49031,4.7
49033,5.7
49035,10.6
49037,5.2
49039,5.8
49041,5.3
49043,8.0
49045,7.7
49047,6.6
49049,8.5
49051,6.7
49053,5.9
49055,4.9
49057,7.4
50001,6.5
50003,5.6
50005,5.3
50007,6.8
50009,5.0
50011,6.3
50013,6.4
50015,5.4
50017,5.6
50019,5.5
50021,7.6
50023,5.7
50025,6.7
50027,5.9
51001,6.4
51003,6.9
51005,6.5
51007,6.7
51009,7.0
51011,6.9
51013,6.7
51015,6.8
51017,
51019,7.4
51021,6.3
51023,7.0
51025,6.6
51027,6.7
51029,6.9
51031,7.3
51033,6.9
51035,6.6
51036,5.6
51037,6.9
51041,5.6
51043,6.8
51045,6.3
51047,6.9
51049,6.7
51051,6.7
51053,7.0
51057,6.2
51059,7.9
51061,7.1
51063,6.4
51065,6.9
51067,7.1
51069,7.2
51071,6.6
51073,6.3
51075,7.0
51077,6.4
51079,6.6
51081,6.6
51083,7.3
51085,7.4
51087,7.2
51089,7.4
51091,5.5
51093,6.6
51095,6.5
51097,6.3
51099,6.5
51101,6.7
51103,6.0
51105,7.1
51107,6.3
51109,6.9
51111,6.8
51113,
51115,6.0
51117,7.0
51119,6.2
51121,6.8
51125,6.2
51127,6.7
51131,6.1
51133,6.0
51135,6.8
51137,6.9
51139,6.5
51141,6.8
51143,7.6
51145,7.1
51147,6.7
51149,6.9
51153,7.6
51155,6.8
51157,6.2
51159,6.0
51161,7.2
51163,6.5
51165,6.1
51167,6.6
51169,6.8
51171,6.4
51173,6.3
51175,6.4
51177,7.1
51179,7.2
51181,6.3
51183,6.5
51185,6.5
51187,6.5
51191,6.6
51193,6.2
51195,6.7
51197,6.4
51199,6.6
51510,7.4
51520,6.0
51530,
51540,7.0
51550,6.8
51570,7.0
51580,6.3
51590,7.4
51595,6.4
51600,7.5
51610,7.3
51620,6.3
51630,7.0
51640,6.4
51650,6.0
51660,6.8
51670,6.9
51678,
51680,5.4
51683,7.4
51685,7.3
51690,7.2
51700,6.7
51710,6.1
51720,6.4
51730,6.9
51735,6.4
51740,6.8
51750,6.7
51760,7.2
51770,7.1
51775,5.9
51790,6.5
51800,6.7
51810,6.2
51820,6.6
51830,6.4
51840,6.9
53001,14.5
53003,10.7
53005,16.0
53007,10.1
53009,6.9
53011,13.4
53013,10.1
53015,10.3
53017,11.1
53019,11.8
53021,15.1
53023,9.8
53025,15.3
53027,6.8
53029,9.2
53031,8.0
53033,10.2
53035,7.5
53037,9.9
53039,11.4
53041,9.3
53043,12.7
53045,6.8
53047,15.1
53049,6.8
53051,12.6
53053,9.5
53055,6.5
53057,8.0
53059,15.5
53061,10.7
53063,10.4
53065,13.5
53067,9.0
53069,6.5
53071,12.9
53073,5.6
53075,11.7
53077,14.5
54001,6.2
54003,7.5
54005,7.0
54007,6.4
54009,8.2
54011,6.8
54013,6.8
54015,6.6
54017,6.8
54019,6.8
54021,6.5
54023,5.6
54025,6.5
54027,5.7
54029,7.1
54031,5.5
54033,6.6
54035,7.6
54037,7.4
54039,7.1
54041,6.6
54043,7.4
54045,7.0
54047,6.6
54049,7.0
54051,7.6
54053,7.9
54055,6.6
54057,6.1
54059,7.1
54061,6.3
54063,6.5
54065,6.7
54067,6.5
54069,6.7
54071,5.5
54073,7.3
54075,5.8
54077,6.3
54079,7.8
54081,6.8
54083,5.8
54085,7.0
54087,7.0
54089,6.6
54091,6.7
54093,5.7
54095,7.1
54097,6.2
54099,7.9
54101,5.7
54103,7.1
54105,7.1
54107,7.0
54109,6.6
55001,7.8
55003,5.2
55005,6.7
55007,5.6
55009,7.3
55011,7.5
55013,5.7
55015,8.2
55017,7.7
55019,7.5
55021,8.4
55023,8.1
55025,8.4
55027,7.6
55029,7.0
55031,5.7
55033,7.4
55035,7.7
55037,5.5
55039,8.1
55041,5.7
55043,8.2
55045,9.1
55047,7.9
55049,8.5
55051,5.6
55053,7.7
55055,9.0
55057,7.9
55059,7.1
55061,7.2
55063,7.7
55065,8.9
55067,6.7
55069,7.0
55071,7.7
55073,7.8
55075,7.0
55077,7.8
55078,6.8
55079,9.1
55081,8.0
55083,7.2
55085,6.2
55087,7.5
55089,6.5
55091,7.3
55093,7.4
55095,6.7
55097,7.8
55099,6.2
55101,9.0
55103,8.0
55105,9.3
55107,6.5
55109,7.3
55111,7.4
55113,5.9
55115,7.4
55117,7.7
55119,6.2
55121,7.8
55123,8.1
55125,5.0
55127,9.1
55129,5.8
55131,8.7
55133,8.8
55135,7.7
55137,7.7
55139,8.3
55141,7.8
56001,6.4
56003,5.2
56005,5.4
56007,4.6
56009,4.5
56011,5.3
56013,7.3
56015,5.6
56017,4.3
56019,4.1
56021,4.4
56023,5.2
56025,4.9
56027,4.5
56029,4.5
56031,4.5
56033,6.5
56035,3.1
56037,3.6
56039,4.8
56041,
56043,4.7
56045,4.8
